movieId,title,genres,rating,tag_sim
59315,Iron Man (2008),Action|Adventure|Sci-Fi,3.913052578700603,1.000000238418579
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,3.5691762091950094,0.9173415303230286
3793,X-Men (2000),Action|Adventure|Sci-Fi,3.5990091633762944,0.9091413021087646
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,3.9494857834240773,0.9081379175186157
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,3.854807223035627,0.8763318061828613
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,3.6812431772940344,0.8751031756401062
2640,Superman (1978),Action|Adventure|Sci-Fi,3.39800516932865,0.8740924000740051
111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,3.823663624511082,0.8730848431587219
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,3.7765815646467753,0.8713171482086182
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,3.9644343302990896,0.8638947010040283
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.6647408523821485,0.8638306260108948
